DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,Top_AQHI_Contributor
2025-06-12T17:00:52,QAQ,29.039999999999978,4.139999999999918,-0.9450000000000955,7.680000000000109,1307.9,20.0,46.2,2.06,6.32,13.34,1,PM25
2025-06-12T17:01:52,QAQ,26.73000000000008,3.6899999999999182,-1.05,7.920000000000163,1306.2,20.0,46.3,1.93,6.89,15.75,1,PM25
2025-06-12T17:02:52,QAQ,27.500000000000004,6.480000000000041,-0.21000000000004768,7.080000000000109,1308.3,20.0,46.5,1.97,6.28,14.06,1,PM25
2025-06-12T17:03:52,QAQ,27.27999999999995,4.59000000000002,0.10499999999990445,7.199999999999999,1307.5,20.0,46.9,2.1,6.43,10.93,1,PM25
2025-06-12T17:04:52,QAQ,26.72999999999995,4.85999999999998,-0.525,7.199999999999999,1307.9,20.0,46.5,1.95,6.1,13.23,1,PM25
2025-06-12T17:05:52,QAQ,26.950000000000003,4.140000000000021,-0.6299999999999045,7.439999999999781,1308.3,20.0,46.2,1.79,5.61,15.08,1,PM25
2025-06-12T17:06:52,QAQ,24.969999999999924,4.05,-0.525,7.8,1309.1,20.0,46.3,1.94,5.81,8.94,1,PM25
2025-06-12T17:07:52,QAQ,27.27999999999995,4.5,-0.7350000000000477,7.920000000000163,1308.3,20.0,46.4,1.99,6.21,11.19,1,PM25
2025-06-12T17:08:52,QAQ,24.750000000000004,4.140000000000021,-0.525,7.8,1311.8,20.0,46.4,2.01,6.06,15.79,1,PM25
2025-06-12T17:09:52,QAQ,24.860000000000028,4.40999999999998,-0.7350000000000477,7.8,1308.5,20.0,46.4,2.0,6.42,10.17,1,PM25
2025-06-12T17:10:52,QAQ,26.510000000000026,4.59000000000002,-0.10500000000014321,7.559999999999945,1308.4,20.0,46.6,1.91,6.06,12.54,1,PM25
2025-06-12T17:11:52,QAQ,27.17000000000005,4.95,0.525,7.199999999999999,1312.1,20.0,47.0,2.12,6.15,12.12,1,PM25
2025-06-12T17:12:52,QAQ,27.720000000000052,4.76999999999996,0.21000000000004768,6.959999999999945,1313.8,20.0,47.0,2.09,6.75,10.9,1,PM25
