DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,284,31,-14,-27,6,0,0.00000,0.00000.1,0.1,3539910354,120,29,-4,-25,1806578250,AQI
2025-03-07 04:58:10-08:00,3.8,456.83000000000004,20.781,38.787,4.512,329.36,5.7,74.6,4.62,7.0,7.84,0.0,0.0,1,13.95,92.51,36.07,1,-26,12.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.502400000000001
2025-03-07 04:59:08-08:00,3.79,448.206,24.174,37.67400000000001,-0.42,327.25,5.7,74.6,4.94,7.49,7.77,0.0,0.0,1,13.87,26.13,46.22,1,-27,12.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.908000000000001
2025-03-07 05:00:08-08:00,3.75,423.47800000000007,22.482,36.5715,-0.864,327.54,5.7,74.6,4.24,7.46,7.55,0.0,0.0,1,13.84,7.38,36.04,1,-29,12.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.7952
2025-03-07 05:01:09-08:00,3.73,403.1170000000001,19.62,34.6185,-0.852,327.43,5.7,74.7,3.23,6.32,6.35,0.0,0.0,1,14.09,141.98,37.76,1,-23,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.885600000000001
2025-03-07 05:02:09-08:00,3.72,395.23,19.296000000000003,34.397999999999996,-0.156,327.15,5.7,74.7,2.73,5.82,5.83,0.0,0.0,1,13.95,40.1,35.33,1,-28,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.6248000000000005
2025-03-07 05:03:09-08:00,3.72,391.93000000000006,19.782,33.327,-0.024,326.47,5.7,74.5,2.7,6.64,7.29,0.0,0.0,1,13.87,11.33,36.59,1,-30,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.3072
2025-03-07 05:04:10-08:00,3.71,388.245,17.559,34.083000000000006,-1.584,324.83,5.6,74.5,2.86,6.35,6.57,0.0,0.0,1,13.8,3.2,44.53,1,-28,13.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.7632
2025-03-07 05:05:10-08:00,3.7,388.42100000000005,20.556,32.4765,-1.56,323.64,5.6,74.5,2.66,5.61,5.68,0.0,0.0,1,14.02,93.37,36.55,1,-26,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.176
2025-03-07 05:06:10-08:00,3.69,397.14400000000006,21.834000000000003,34.366499999999995,0.708,323.91,5.6,74.5,3.14,6.17,6.22,0.0,0.0,1,13.91,26.37,37.81,1,-28,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.0776
2025-03-07 05:07:10-08:00,3.66,401.599,19.944,33.7995,0.444,325.9,5.6,74.7,3.11,6.08,6.12,0.0,0.0,1,13.84,7.45,35.53,1,-26,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.952800000000001
2025-03-07 05:08:10-08:00,3.63,406.12,20.538,34.1775,1.716,327.91,5.6,74.8,2.67,5.52,5.6,0.0,0.0,1,13.8,2.1,34.42,1,-26,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.7592
2025-03-07 05:09:11-08:00,3.62,412.28000000000003,21.132,34.030499999999996,4.764,328.62,5.6,75.0,2.71,5.76,5.99,0.0,0.0,1,13.98,107.85,46.55,1,-25,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.5607999999999995
2025-03-07 05:10:11-08:00,3.61,413.30300000000005,19.404,35.5215,1.344,328.7,5.5,75.2,2.81,5.76,5.84,0.0,0.0,1,13.91,30.46,37.88,1,-27,12.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.876799999999999
2025-03-07 05:11:11-08:00,3.6,407.88000000000005,21.357,36.17250000000001,-1.596,328.25,5.5,75.2,2.58,5.59,5.61,0.0,0.0,1,13.84,8.6,37.28,1,-28,12.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1528
2025-03-07 05:12:11-08:00,3.59,402.424,19.755,36.319500000000005,-0.22799999999999998,328.09,5.5,75.2,2.76,5.7,5.71,0.0,0.0,1,13.8,2.43,32.45,1,-30,11.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.5144
2025-03-07 05:13:12-08:00,3.58,396.51700000000005,20.763,36.487500000000004,-2.148,327.62,5.5,75.2,2.47,5.65,5.65,0.0,0.0,1,13.98,88.64,30.95,1,-28,12.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.090400000000001
2025-03-07 05:14:12-08:00,3.54,399.44300000000004,20.151,32.4765,0.336,327.22,5.5,75.1,2.18,4.74,4.74,0.0,0.0,1,13.91,25.03,41.33,1,-31,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8592000000000004
2025-03-07 05:15:12-08:00,3.52,396.682,20.736,33.4215,-2.124,327.53,5.5,75.1,2.25,4.7,5.11,0.0,0.0,1,13.84,7.07,39.51,1,-28,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.3352000000000004
2025-03-07 05:16:12-08:00,3.51,395.956,15.228000000000002,33.2115,-0.372,327.38,5.5,75.0,2.52,5.39,5.71,0.0,0.0,1,13.8,2.0,41.44,1,-27,15.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.2376000000000005
2025-03-07 05:17:12-08:00,3.5,405.61400000000003,17.037,35.637,3.36,326.9,5.4,75.0,2.75,5.59,5.88,0.0,0.0,1,13.98,89.82,35.06,1,-27,14.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.144
2025-03-07 05:18:13-08:00,3.49,421.44300000000004,30.078000000000003,36.655499999999996,4.704,325.82,5.4,75.3,3.06,6.69,7.38,0.0,0.0,1,13.91,25.37,40.52,1,-27,12.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.292800000000001
2025-03-07 05:19:13-08:00,3.48,415.60200000000003,32.094,37.89450000000001,0.828,325.43,5.4,75.4,3.05,5.99,6.32,0.0,0.0,1,13.84,7.16,46.08,1,-26,11.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.957600000000001
2025-03-07 05:20:13-08:00,3.46,406.197,31.833,37.128,0.696,324.75,5.4,75.5,2.75,5.96,6.18,0.0,0.0,1,14.09,162.24,37.79,1,-22,10.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.9072
