DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,311,31,-12,-22,6,0,0.00000,0.00000.1,0.1,2653650863,117,32,-4,-24,3112743976,AQI
2025-03-07 04:57:50-08:00,3.8,494.08700000000005,16.317,33.4215,5.819999999999999,482.16,6.0,72.6,3.8,6.13,6.29,0.0,0.0,1,14.02,117.98,36.77,1,-23,13.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.068
2025-03-07 04:58:50-08:00,3.77,474.397,18.720000000000002,34.629,6.672,480.25,6.0,72.8,4.2,7.35,7.99,0.0,0.0,1,13.95,33.32,36.61,1,-25,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.2143999999999995
2025-03-07 04:59:50-08:00,3.73,460.31700000000006,18.045,35.867999999999995,5.867999999999999,479.44,6.0,72.9,4.03,6.43,6.73,0.0,0.0,1,13.87,9.41,35.1,1,-25,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.3176000000000005
2025-03-07 05:00:50-08:00,3.72,433.7300000000001,17.009999999999998,36.36150000000001,5.688,479.15,6.0,73.0,2.72,4.91,5.16,0.0,0.0,1,13.84,2.66,30.51,1,-25,12.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.0656
2025-03-07 05:01:50-08:00,3.71,419.199,16.569,35.658,6.648,478.6,6.0,73.0,3.03,5.0,5.18,0.0,0.0,1,14.02,94.1,29.73,1,-24,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.3296
2025-03-07 05:02:56-08:00,3.71,410.08000000000004,16.758000000000003,35.3745,2.424,477.58,6.0,73.0,2.21,4.69,4.85,0.0,0.0,1,13.95,23.92,31.79,1,-25,11.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.236800000000001
2025-03-07 05:03:51-08:00,3.7,408.1,17.199,33.73650000000001,1.464,476.31,5.9,72.8,2.71,5.69,5.79,0.0,0.0,1,13.87,7.51,33.65,1,-25,11.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.8448
2025-03-07 05:04:51-08:00,3.67,405.999,18.134999999999998,31.773000000000003,3.9359999999999995,474.88,5.9,72.7,2.82,5.14,5.4,0.0,0.0,1,13.84,2.12,33.22,1,-25,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.8992
2025-03-07 05:05:51-08:00,3.63,410.333,18.153000000000002,32.676,2.52,474.6,5.9,72.7,3.0,4.97,5.17,0.0,0.0,1,14.02,129.62,32.95,1,-24,12.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.48
2025-03-07 05:06:51-08:00,3.62,418.67100000000005,18.684,33.9045,2.928,475.43,5.9,72.7,2.59,5.01,5.07,0.0,0.0,1,13.95,36.61,29.17,1,-24,10.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.5936
2025-03-07 05:07:51-08:00,3.61,425.59000000000003,16.434,34.503,3.996,477.42,5.9,72.8,2.71,5.04,5.06,0.0,0.0,1,13.87,10.34,31.88,1,-27,11.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.8312
2025-03-07 05:08:52-08:00,3.6,432.949,15.966,35.899499999999996,3.0839999999999996,478.53,5.9,72.8,2.57,4.79,4.8,0.0,0.0,1,13.84,2.92,34.13,1,-26,12.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.4488
2025-03-07 05:09:52-08:00,3.59,431.29900000000004,16.101000000000003,35.45850000000001,4.9079999999999995,479.21,5.8,73.1,2.55,4.91,4.92,0.0,0.0,1,14.02,133.53,31.99,1,-25,13.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.9096
2025-03-07 05:10:53-08:00,3.55,429.7920000000001,16.821,33.663000000000004,5.136,479.23,5.8,73.2,2.09,4.34,4.46,0.0,0.0,1,13.95,37.71,34.25,1,-26,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.4992
2025-03-07 05:11:53-08:00,3.52,423.148,17.91,33.117,4.14,479.73,5.8,73.1,2.43,4.79,4.83,0.0,0.0,1,13.91,10.65,32.34,1,-26,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.66
2025-03-07 05:12:53-08:00,3.51,415.36000000000007,17.244,32.718,1.932,479.0,5.8,73.0,2.24,4.48,4.49,0.0,0.0,1,13.84,3.01,30.12,1,-26,12.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9704000000000006
2025-03-07 05:13:54-08:00,3.5,418.12100000000004,15.120000000000001,32.6235,3.024,478.63,5.8,73.0,1.77,3.19,3.2,0.0,0.0,1,14.02,136.87,36.97,1,-26,13.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.1568
2025-03-07 05:14:54-08:00,3.5,414.48,17.451,30.103500000000004,5.184,479.01,5.8,73.0,1.83,3.52,3.81,0.0,0.0,1,13.95,38.66,33.29,1,-27,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8528000000000002
