DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,132,19,-2,-18,6,0,0.00000,0.00000,0,CRC
09/11/26 03:59:07,18.25,248.99,9.68,14.01,7.24,414.32,16.50,52.10,0.99,1.75,1.80,0.00,0.00,0,12.74,0.00,41.94,1,-29,16,3,2,STAT,60,LAT,LON,W,ÿÿ,1305940190
09/11/26 04:00:06,18.21,253.35,7.24,13.51,7.46,413.66,16.50,52.20,1.00,2.13,2.43,0.00,0.00,0,12.74,0.00,25.81,1,-31,17,3,1,STAT,60,LAT,LON,W,ÿÿ,3772743908
09/11/26 04:01:06,18.17,239.51,7.35,13.40,7.68,412.62,16.40,52.30,0.82,2.11,2.34,0.00,0.00,0,12.74,0.00,29.03,1,-28,17,3,1,STAT,60,LAT,LON,W,ÿÿ,2437212270
09/11/26 04:02:06,18.15,237.64,8.35,12.65,9.09,411.92,16.40,52.40,0.98,2.42,2.87,0.00,0.00,0,12.74,0.00,25.81,1,-28,16,2,1,STAT,60,LAT,LON,W,ÿÿ,31413777
09/11/26 04:03:07,18.15,233.76,7.85,12.49,8.70,411.32,16.40,52.40,0.99,2.02,2.24,0.00,0.00,0,12.74,0.00,38.71,1,-28,16,3,1,STAT,60,LAT,LON,W,ÿÿ,3289508319
09/11/26 04:04:07,18.11,241.69,8.34,13.72,6.38,411.11,16.40,52.60,0.96,2.03,2.26,0.00,0.00,0,12.74,0.00,25.81,1,-30,16,4,1,STAT,60,LAT,LON,W,ÿÿ,2485767506
09/11/26 04:05:07,18.07,237.36,11.46,14.56,5.28,411.04,16.40,52.60,0.99,2.30,2.37,0.00,0.00,0,12.74,0.00,35.48,1,-29,14,4,1,STAT,60,LAT,LON,W,ÿÿ,2300600586
09/11/26 04:06:07,18.05,239.70,8.83,14.23,6.99,411.31,16.30,52.60,1.00,2.65,2.79,0.00,0.00,0,12.74,0.00,25.81,1,-28,16,2,1,STAT,60,LAT,LON,W,ÿÿ,702768735
09/11/26 04:07:07,18.05,243.70,8.72,14.11,6.96,411.76,16.30,52.70,1.11,2.34,2.42,0.00,0.00,0,12.74,0.00,38.71,1,-28,16,4,2,STAT,60,LAT,LON,W,ÿÿ,2156424792
09/11/26 04:08:07,18.01,250.45,10.65,13.80,6.85,411.91,16.30,52.60,1.07,2.16,2.19,0.00,0.00,0,12.74,0.00,22.58,1,-31,16,4,1,STAT,60,LAT,LON,W,ÿÿ,3201162675
09/11/26 04:09:07,17.97,244.63,8.70,13.18,9.15,411.97,16.30,52.60,1.02,2.34,2.46,0.00,0.00,0,12.74,0.00,22.58,1,-29,16,2,2,STAT,60,LAT,LON,W,ÿÿ,1839146108
09/11/26 04:10:09,17.96,239.19,9.17,13.32,8.50,411.99,16.20,52.70,1.04,2.42,2.85,0.00,0.00,0,12.74,0.00,25.81,1,-27,16,3,2,STAT,60,LAT,LON,W,ÿÿ,1822974612
09/11/26 04:11:09,17.95,240.56,8.22,13.29,6.64,411.91,16.20,52.80,1.01,2.13,2.29,0.00,0.00,0,12.74,0.00,41.94,1,-28,16,3,1,STAT,60,LAT,LON,W,ÿÿ,71955618
09/11/26 04:12:09,17.93,253.01,7.44,13.40,6.87,411.55,16.20,52.90,1.16,2.44,2.50,0.00,0.00,0,12.74,0.00,35.48,1,-29,17,4,1,STAT,60,LAT,LON,W,ÿÿ,1954631336
09/11/26 04:13:09,17.88,245.19,9.05,14.51,6.02,411.84,16.10,53.00,0.85,2.06,2.57,0.00,0.00,0,12.74,0.00,29.03,1,-28,16,3,1,STAT,60,LAT,LON,W,ÿÿ,3479143302
09/11/26 04:14:09,17.86,239.98,8.59,14.11,6.66,411.94,16.10,53.00,1.05,2.41,2.59,0.00,0.00,0,12.74,0.00,25.81,1,-27,16,3,1,STAT,60,LAT,LON,W,ÿÿ,1650711043
09/11/26 04:15:10,17.85,242.97,8.09,13.89,6.98,411.98,16.10,53.00,0.99,1.74,1.80,0.00,0.00,0,12.74,0.00,25.81,1,-29,16,3,1,STAT,60,LAT,LON,W,ÿÿ,3454767199
09/11/26 04:16:10,17.81,239.06,9.01,14.38,5.89,411.99,16.10,53.10,0.95,1.73,1.87,0.00,0.00,0,12.74,0.00,29.03,1,-29,16,2,1,STAT,60,LAT,LON,W,ÿÿ,506928111
09/11/26 04:17:10,17.77,238.53,7.73,14.19,7.63,411.96,16.20,53.10,1.18,2.48,2.61,0.00,0.00,0,12.74,0.00,22.58,1,-30,16,3,2,STAT,60,LAT,LON,W,ÿÿ,2491128847
09/11/26 04:18:10,17.76,236.01,6.43,14.31,6.32,411.99,16.20,53.10,1.11,2.69,2.97,0.00,0.00,0,12.74,0.00,38.71,1,-29,18,4,2,STAT,60,LAT,LON,W,ÿÿ,2392215713
09/11/26 04:19:10,17.75,228.94,7.45,14.80,5.58,412.00,16.20,53.20,1.04,2.84,3.09,0.00,0.00,0,12.74,0.00,22.58,1,-27,16,3,2,STAT,60,LAT,LON,W,ÿÿ,1203088387
09/11/26 04:20:11,17.70,232.31,7.58,14.23,5.12,412.00,16.10,53.20,0.79,2.16,2.52,0.00,0.00,0,12.74,0.00,38.71,1,-28,17,4,1,STAT,60,LAT,LON,W,ÿÿ,1188197740
09/11/26 04:21:11,17.67,238.08,6.70,13.96,4.19,412.00,16.10,53.20,0.90,2.40,2.52,0.00,0.00,0,12.74,0.00,25.81,1,-29,17,3,1,STAT,60,LAT,LON,W,ÿÿ,843782788
09/11/26 04:22:07,17.66,236.58,6.95,13.87,3.31,412.00,16.10,53.30,0.93,2.38,2.43,0.00,0.00,0,12.74,0.00,25.81,1,-29,17,2,1,STAT,60,LAT,LON,W,ÿÿ,2421402689
09/11/26 04:23:07,17.65,238.41,7.59,13.71,4.83,412.00,16.10,53.30,0.98,2.56,2.82,0.00,0.00,0,12.74,0.00,25.81,1,-29,17,3,1,STAT,60,LAT,LON,W,ÿÿ,924513628
09/11/26 04:24:07,17.65,233.25,9.39,13.39,6.45,411.78,16.10,53.30,0.99,2.72,2.98,0.00,0.00,0,12.74,0.00,38.71,1,-27,15,2,1,STAT,60,LAT,LON,W,ÿÿ,1195278222
09/11/26 04:25:08,17.64,238.06,9.32,12.75,7.53,411.52,16.10,53.40,1.15,2.89,2.97,0.00,0.00,0,12.74,0.00,32.26,1,-29,15,2,1,STAT,60,LAT,LON,W,ÿÿ,2418272996
09/11/26 04:26:09,17.61,234.51,8.11,13.72,6.07,411.18,16.10,53.40,1.34,3.06,4.66,0.00,0.00,0,12.74,0.00,41.94,1,-29,16,3,1,STAT,60,LAT,LON,W,ÿÿ,1894697127
09/11/26 04:27:09,17.57,228.45,8.85,13.90,6.19,411.23,16.10,53.40,1.11,2.54,3.05,0.00,0.00,0,12.74,0.00,22.58,1,-27,16,2,1,STAT,60,LAT,LON,W,ÿÿ,2992410593
09/11/26 04:28:09,17.56,233.60,7.28,12.95,6.53,411.73,16.00,53.40,1.21,2.39,2.55,0.00,0.00,0,12.74,0.00,67.74,1,-28,16,1,1,STAT,60,LAT,LON,W,ÿÿ,1056046728
09/11/26 04:29:09,17.56,233.03,5.61,13.36,6.87,411.90,16.00,53.40,1.08,2.42,2.90,0.00,0.00,0,12.74,0.00,25.81,1,-28,18,2,1,STAT,60,LAT,LON,W,ÿÿ,4165565811
09/11/26 04:30:09,17.55,234.64,7.51,13.39,5.81,411.97,16.00,53.30,1.10,2.49,2.77,0.00,0.00,0,12.74,0.00,41.94,1,-29,17,2,0,STAT,60,LAT,LON,W,ÿÿ,3579784446
09/11/26 04:31:09,17.55,237.14,8.38,13.37,6.85,411.99,16.00,53.20,1.03,2.19,2.70,0.00,0.00,0,12.74,0.00,29.03,1,-29,16,2,0,STAT,60,LAT,LON,W,ÿÿ,2904736269
09/11/26 04:32:10,17.55,230.77,6.13,13.72,6.29,411.38,15.90,53.20,1.01,2.14,2.32,0.00,0.00,0,12.74,0.00,29.03,1,-26,18,2,0,STAT,60,LAT,LON,W,ÿÿ,3099769089
09/11/26 04:33:10,17.55,225.82,8.95,14.15,6.72,410.97,15.90,53.40,1.12,2.35,2.41,0.00,0.00,0,12.74,0.00,22.58,1,-24,16,3,1,STAT,60,LAT,LON,W,ÿÿ,3586143237
09/11/26 04:34:10,17.55,227.24,8.29,13.89,5.71,410.34,15.90,53.40,1.04,2.29,2.31,0.00,0.00,0,12.74,0.00,38.71,1,-25,16,2,1,STAT,60,LAT,LON,W,ÿÿ,2512701834
09/11/26 04:35:11,17.50,238.29,8.14,14.34,6.52,410.12,15.90,53.50,1.05,2.42,2.43,0.00,0.00,0,12.74,0.00,35.48,1,-26,17,1,1,STAT,60,LAT,LON,W,ÿÿ,2918289725
09/11/26 04:36:10,17.47,262.92,7.87,13.79,6.68,410.50,15.90,53.50,0.98,2.41,2.55,0.00,0.00,0,12.74,0.00,22.58,1,-27,16,1,1,STAT,60,LAT,LON,W,ÿÿ,680585470
09/11/26 04:37:10,17.46,263.23,7.87,14.06,5.61,410.82,15.90,53.60,0.97,2.07,2.20,0.00,0.00,0,12.74,0.00,41.94,1,-28,16,2,1,STAT,60,LAT,LON,W,ÿÿ,4285192965
09/11/26 04:38:10,17.46,253.14,9.17,14.13,5.44,411.02,15.90,53.70,0.99,2.05,2.10,0.00,0.00,0,12.74,0.00,29.03,1,-27,15,2,0,STAT,60,LAT,LON,W,ÿÿ,4194521260
09/11/26 04:39:10,17.45,243.06,9.20,13.90,6.70,411.66,15.90,53.80,1.04,2.18,2.41,0.00,0.00,0,12.74,0.00,25.81,1,-26,15,2,1,STAT,60,LAT,LON,W,ÿÿ,2933932071
09/11/26 04:40:10,17.44,237.61,8.64,13.64,6.87,411.88,15.90,53.80,1.01,2.20,2.27,0.00,0.00,0,12.74,0.00,29.03,1,-28,16,2,1,STAT,60,LAT,LON,W,ÿÿ,652830491
09/11/26 04:41:11,17.39,231.81,8.29,14.33,4.60,411.96,15.90,53.90,1.21,2.44,2.68,0.00,0.00,0,12.74,0.00,41.94,1,-28,16,3,1,STAT,60,LAT,LON,W,ÿÿ,4257672942
09/11/26 04:42:12,17.37,230.17,9.69,14.41,4.93,411.99,15.80,53.90,1.07,2.07,2.29,0.00,0.00,0,12.74,0.00,22.58,1,-28,15,2,1,STAT,60,LAT,LON,W,ÿÿ,3671485708
09/11/26 04:43:12,17.36,236.57,8.90,13.42,5.91,411.99,15.80,54.00,0.90,1.90,2.05,0.00,0.00,0,12.74,0.00,22.58,1,-29,15,1,1,STAT,60,LAT,LON,W,ÿÿ,25520352
09/11/26 04:44:12,17.36,228.71,6.92,14.08,4.73,412.00,15.80,54.00,0.95,1.73,2.10,0.00,0.00,0,12.74,0.00,25.81,1,-27,17,2,1,STAT,60,LAT,LON,W,ÿÿ,1019739392
09/11/26 04:45:12,17.36,234.61,9.52,13.93,4.91,412.00,15.80,54.10,0.97,2.18,2.64,0.00,0.00,0,12.74,0.00,38.71,1,-28,15,2,1,STAT,60,LAT,LON,W,ÿÿ,2020857605
09/11/26 04:46:12,17.36,228.54,8.49,14.20,4.60,412.00,15.80,54.10,1.01,2.74,2.89,0.00,0.00,0,12.74,0.00,22.58,1,-28,16,2,0,STAT,60,LAT,LON,W,ÿÿ,2211596591
09/11/26 04:47:12,17.36,228.70,7.74,13.43,4.27,412.00,15.80,54.00,0.95,2.48,2.90,0.00,0.00,0,12.74,0.00,29.03,1,-28,16,1,0,STAT,60,LAT,LON,W,ÿÿ,3325504028
09/11/26 04:48:12,17.36,230.91,8.61,13.65,3.52,412.08,15.90,54.10,0.91,2.38,2.77,0.00,0.00,0,12.74,0.00,25.81,1,-26,15,1,0,STAT,60,LAT,LON,W,ÿÿ,2393739020
09/11/26 04:49:12,17.35,230.86,9.99,13.72,3.79,412.45,15.80,54.10,0.84,2.43,2.65,0.00,0.00,0,12.74,0.00,45.16,1,-27,15,2,0,STAT,60,LAT,LON,W,ÿÿ,2816120058
09/11/26 04:50:13,17.34,233.18,9.43,13.22,4.48,412.81,15.80,54.10,0.94,2.33,2.41,0.00,0.00,0,12.74,0.00,22.58,1,-28,15,0,0,STAT,60,LAT,LON,W,ÿÿ,2702562036
09/11/26 04:51:14,17.31,244.07,8.21,13.52,4.65,413.38,15.80,54.40,1.06,2.33,2.35,0.00,0.00,0,12.70,0.00,87.10,1,-25,15,0,0,STAT,60,LAT,LON,W,ÿÿ,3338784849
09/11/26 04:52:14,17.28,235.49,9.14,13.34,5.78,413.78,15.80,54.30,1.17,2.43,2.51,0.00,0.00,0,12.74,0.00,22.58,1,-24,14,1,1,STAT,60,LAT,LON,W,ÿÿ,2596760418
09/11/26 04:53:14,17.27,234.77,9.15,13.55,5.51,413.92,15.70,54.30,1.08,2.34,2.37,0.00,0.00,0,12.74,0.00,29.03,1,-27,16,1,0,STAT,60,LAT,LON,W,ÿÿ,3085006269
09/11/26 04:54:14,17.26,230.88,9.34,14.18,5.27,413.97,15.70,54.20,1.37,2.71,2.71,0.00,0.00,0,12.74,0.00,22.58,1,-27,15,2,1,STAT,60,LAT,LON,W,ÿÿ,3075437425
09/11/26 04:55:14,17.26,231.26,8.39,13.85,5.68,413.99,15.70,54.20,1.37,2.71,2.72,0.00,0.00,0,12.74,0.00,25.81,1,-27,16,2,1,STAT,60,LAT,LON,W,ÿÿ,3130918693
09/11/26 04:56:14,17.26,225.58,9.34,13.06,5.43,414.00,15.70,54.20,1.16,2.20,2.21,0.00,0.00,0,12.74,0.00,35.48,1,-26,15,2,0,STAT,60,LAT,LON,W,ÿÿ,1034754991
09/11/26 04:57:10,17.26,224.83,7.73,13.34,4.68,414.00,15.70,54.30,0.95,2.03,2.27,0.00,0.00,0,12.74,0.00,41.94,1,-25,16,1,0,STAT,60,LAT,LON,W,ÿÿ,4129919986
09/11/26 04:58:11,17.26,222.55,7.88,13.97,5.45,414.00,15.70,54.50,0.98,2.17,2.26,0.00,0.00,0,12.74,0.00,22.58,1,-25,16,2,0,STAT,60,LAT,LON,W,ÿÿ,344507192
09/11/26 04:59:11,17.23,226.32,9.09,13.90,5.74,413.50,15.70,54.50,0.88,2.18,2.43,0.00,0.00,0,12.74,0.00,22.58,1,-27,15,2,1,STAT,60,LAT,LON,W,ÿÿ,3160941480
09/11/26 05:00:11,17.18,226.74,8.54,12.94,8.70,413.18,15.60,54.60,0.91,2.37,2.58,0.00,0.00,0,12.74,0.00,29.03,1,-25,16,1,2,STAT,60,LAT,LON,W,ÿÿ,619893311
09/11/26 05:01:11,17.17,223.36,8.20,13.27,7.66,413.06,15.60,54.60,0.97,2.04,2.15,0.00,0.00,0,12.74,0.00,38.71,1,-24,15,2,1,STAT,60,LAT,LON,W,ÿÿ,4121522195
