DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,130,24,-2,-11,6,0,0.00000,0.00000,0,CRC
08/31/26 03:56:29,18.26,172.67,10.18,12.59,1.00,416.64,17.00,60.40,4.78,7.80,7.97,0.00,0.00,0,12.28,0.00,25.81,1,-5,18,0,0,STAT,60,LAT,LON,W,ÿÿ,1581034909
08/31/26 03:57:29,18.25,171.29,10.17,12.26,0.93,416.75,17.00,60.50,5.07,7.53,7.69,0.00,0.00,0,12.24,0.00,38.71,1,-5,17,1,0,STAT,60,LAT,LON,W,ÿÿ,2356592203
08/31/26 03:58:30,18.24,168.00,9.69,10.91,2.83,416.78,17.00,60.50,4.66,7.65,7.70,0.00,0.00,0,12.24,0.00,29.03,1,-5,17,1,0,STAT,60,LAT,LON,W,ÿÿ,3545660831
08/31/26 03:59:30,18.24,168.80,9.35,11.42,1.75,416.57,17.00,60.60,5.00,7.96,8.10,0.00,0.00,0,12.24,0.00,29.03,1,-6,18,0,0,STAT,60,LAT,LON,W,ÿÿ,3344161672
08/31/26 04:00:30,18.24,169.71,8.91,11.59,0.90,416.85,17.00,60.70,4.73,7.26,7.88,0.00,0.00,0,12.24,0.00,38.71,1,-6,18,1,0,STAT,60,LAT,LON,W,ÿÿ,2206793660
08/31/26 04:01:30,18.23,166.14,9.99,11.47,1.25,417.30,17.00,60.80,4.68,7.64,8.47,0.00,0.00,0,12.24,0.00,51.61,1,-4,18,1,0,STAT,60,LAT,LON,W,ÿÿ,1201930319
08/31/26 04:02:30,18.20,167.94,8.91,11.41,2.14,417.75,16.90,60.90,4.80,7.61,7.96,0.00,0.00,0,12.24,0.00,29.03,1,-5,18,0,0,STAT,60,LAT,LON,W,ÿÿ,3102706805
08/31/26 04:03:30,18.16,159.16,10.54,11.14,2.08,417.91,16.90,60.90,4.44,7.43,7.91,0.00,0.00,0,12.24,0.00,25.81,1,-3,17,1,0,STAT,60,LAT,LON,W,ÿÿ,50263109
08/31/26 04:04:30,18.15,164.23,10.49,11.50,1.71,417.97,16.90,61.00,4.40,7.57,8.10,0.00,0.00,0,12.24,0.00,29.03,1,-4,17,1,0,STAT,60,LAT,LON,W,ÿÿ,90630577
08/31/26 04:05:30,18.15,163.19,10.65,11.47,1.24,418.57,16.90,61.10,4.48,7.66,8.16,0.00,0.00,0,12.24,0.00,41.94,1,-3,17,0,0,STAT,60,LAT,LON,W,ÿÿ,1405382581
08/31/26 04:06:33,18.14,159.82,10.05,11.53,2.22,418.85,16.80,61.20,4.56,8.37,8.80,0.00,0.00,0,12.24,0.00,29.03,1,-2,18,0,0,STAT,60,LAT,LON,W,ÿÿ,3783192983
08/31/26 04:07:33,18.14,162.42,10.65,12.00,1.89,419.44,16.70,61.40,4.67,8.39,8.94,0.00,0.00,0,12.24,0.00,51.61,1,-3,17,1,0,STAT,60,LAT,LON,W,ÿÿ,1191016062
08/31/26 04:08:33,18.13,157.75,11.27,11.89,1.47,419.80,16.70,61.40,5.15,8.40,8.86,0.00,0.00,0,12.24,0.00,70.97,1,-2,17,1,0,STAT,60,LAT,LON,W,ÿÿ,4155582546
