DATE,TE,CO,NO,NO2,O3,CO2,T,RH,P,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,141,11,-9,-10,86,0,0.00000,0.00000,0,CRC
09/01/26 03:59:07,17.49,261.86,7.64,16.66,3.67,474.56,16.00,78.20,1005.00,0.92,2.08,2.26,48.80,0.29,0,13.24,0.00,93.55,1,-31,13,0,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1101341908
09/01/26 04:00:07,17.47,245.16,7.91,16.82,4.35,473.91,16.00,78.30,1005.00,0.88,1.85,2.03,52.80,0.32,0,13.24,0.00,80.65,1,-33,12,1,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1320826353
09/01/26 04:01:09,17.46,234.04,7.43,17.03,4.28,474.14,16.00,78.50,1005.00,0.82,2.01,2.07,53.10,0.30,0,13.24,0.00,90.32,1,-32,12,1,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1016532504
09/01/26 04:02:06,17.43,226.13,7.20,17.74,2.43,477.45,16.00,78.70,1005.00,0.82,1.95,1.97,47.00,0.29,0,13.24,0.00,90.32,1,-32,12,2,1,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2583071927
09/01/26 04:03:08,17.38,232.42,7.05,17.31,3.80,482.08,16.00,78.60,1005.00,1.06,2.04,2.04,45.90,0.29,0,13.24,0.00,93.55,1,-32,12,1,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1172711295
09/01/26 04:04:08,17.37,239.32,9.03,17.57,3.30,484.89,16.00,78.60,1005.00,1.14,2.25,2.25,43.30,0.28,0,13.24,0.00,77.42,1,-34,10,2,1,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4114724186
09/01/26 04:05:06,17.36,248.44,10.29,17.49,3.87,485.22,16.00,78.70,1005.00,0.99,1.95,2.08,40.60,0.27,0,13.24,0.00,129.03,1,-34,10,2,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2939482064
09/01/26 04:06:07,17.33,258.43,10.89,16.48,3.38,485.08,16.00,78.70,1005.00,0.78,2.01,2.06,39.10,0.25,0,13.24,0.00,90.32,1,-33,10,1,1,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3306194511
09/01/26 04:07:08,17.28,238.97,11.15,17.27,3.48,484.53,16.00,78.90,1005.00,0.80,2.18,2.20,42.90,0.25,0,13.24,0.00,80.65,1,-31,9,2,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2533130160
09/01/26 04:08:08,17.27,231.59,9.48,17.69,3.01,483.29,16.00,78.90,1005.00,0.83,1.86,1.87,41.70,0.27,0,13.24,0.00,77.42,1,-32,11,2,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3698147987
09/01/26 04:09:09,17.26,236.39,7.55,16.81,2.74,481.72,16.00,78.90,1005.00,0.83,1.88,1.88,40.90,0.25,0,13.24,0.00,77.42,1,-31,13,1,1,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3906663610
