DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,124,26,-3,-16,6,0,0.00000,0.00000,0,CRC
08/27/26 03:56:25,21.20,216.07,8.12,14.00,4.48,423.98,19.10,55.10,2.78,4.85,4.85,0.00,0.00,0,12.77,0.00,41.94,1,-20,22,3,1,STAT,60,LAT,LON,W,ÿÿ,2908474200
08/27/26 03:57:25,21.20,215.15,8.23,13.86,5.08,423.99,19.00,55.00,2.40,4.72,4.72,0.00,0.00,0,12.77,0.00,22.58,1,-20,21,3,1,STAT,60,LAT,LON,W,ÿÿ,1861551824
08/27/26 03:58:25,21.17,201.81,7.13,13.41,4.83,424.00,19.00,55.00,2.52,4.81,4.85,0.00,0.00,0,12.77,0.00,25.81,1,-17,22,2,1,STAT,60,LAT,LON,W,ÿÿ,3498532713
08/27/26 03:59:25,21.12,202.16,6.38,13.31,4.60,423.77,19.00,54.90,2.75,4.50,4.51,0.00,0.00,0,12.77,0.00,22.58,1,-18,23,2,0,STAT,60,LAT,LON,W,ÿÿ,1447901080
08/27/26 04:00:25,21.11,199.25,5.20,13.11,5.19,423.27,19.00,55.10,3.02,5.28,5.28,0.00,0.00,0,12.77,0.00,41.94,1,-19,23,2,1,STAT,60,LAT,LON,W,ÿÿ,2088092909
08/27/26 04:01:21,21.10,203.61,7.79,13.74,4.74,422.94,19.00,55.10,2.99,5.02,5.24,0.00,0.00,0,12.74,0.00,74.19,1,-20,22,3,0,STAT,60,LAT,LON,W,ÿÿ,3199418332
08/27/26 04:02:22,21.10,186.80,8.51,13.33,5.01,422.33,18.90,54.90,2.80,4.79,4.92,0.00,0.00,0,12.77,0.00,38.71,1,-16,21,3,0,STAT,60,LAT,LON,W,ÿÿ,2512369216
08/27/26 04:03:22,21.09,190.93,8.44,13.10,5.32,422.12,19.00,55.00,2.61,4.49,4.53,0.00,0.00,0,12.77,0.00,25.81,1,-17,21,3,0,STAT,60,LAT,LON,W,ÿÿ,3481030278
08/27/26 04:04:22,21.05,191.99,7.65,13.04,5.54,422.04,18.90,55.00,2.55,4.61,4.62,0.00,0.00,0,12.77,0.00,25.81,1,-17,23,2,1,STAT,60,LAT,LON,W,ÿÿ,486234769
08/27/26 04:05:22,21.02,202.33,7.61,12.50,6.14,422.01,18.90,55.10,2.68,4.35,4.62,0.00,0.00,0,12.77,0.00,25.81,1,-19,22,3,0,STAT,60,LAT,LON,W,ÿÿ,3985752649
08/27/26 04:06:27,21.01,199.71,6.93,12.93,5.74,422.00,18.90,55.10,2.62,4.61,4.83,0.00,0.00,0,12.77,0.00,38.71,1,-17,22,3,0,STAT,60,LAT,LON,W,ÿÿ,342866657
08/27/26 04:07:23,21.00,208.72,7.50,12.65,6.00,422.00,18.90,55.10,2.69,4.42,4.70,0.00,0.00,0,12.77,0.00,25.81,1,-19,20,3,0,STAT,60,LAT,LON,W,ÿÿ,1755153605
08/27/26 04:08:23,21.00,204.60,6.59,12.30,7.65,422.00,18.90,55.10,2.90,4.72,5.13,0.00,0.00,0,12.74,0.00,41.94,1,-18,23,2,0,STAT,60,LAT,LON,W,ÿÿ,162205970
08/27/26 04:09:23,20.97,193.44,6.14,12.67,6.64,422.00,18.90,55.10,2.63,4.34,4.46,0.00,0.00,0,12.77,0.00,22.58,1,-16,22,3,0,STAT,60,LAT,LON,W,ÿÿ,1824626785
08/27/26 04:10:23,20.93,200.91,7.64,13.42,5.33,421.65,18.80,55.10,3.12,4.71,4.92,0.00,0.00,0,12.77,0.00,22.58,1,-19,21,3,0,STAT,60,LAT,LON,W,ÿÿ,1398995298
08/27/26 04:11:23,20.91,189.25,7.63,13.35,6.98,420.88,18.80,55.20,3.12,4.86,5.10,0.00,0.00,0,12.77,0.00,38.71,1,-16,21,2,1,STAT,60,LAT,LON,W,ÿÿ,1148675921
08/27/26 04:12:25,20.91,214.67,10.17,13.69,5.99,420.10,18.80,55.20,2.87,4.62,4.93,0.00,0.00,0,12.77,0.00,25.81,1,-18,20,2,1,STAT,60,LAT,LON,W,ÿÿ,3757068175
08/27/26 04:13:25,20.90,227.73,9.17,13.60,6.14,420.03,18.70,55.30,3.67,5.76,6.27,0.00,0.00,0,12.77,0.00,25.81,1,-17,20,3,1,STAT,60,LAT,LON,W,ÿÿ,1945276372
08/27/26 04:14:25,20.84,207.28,8.30,13.34,5.00,420.98,18.70,55.20,4.84,7.24,7.46,0.00,0.00,0,12.77,0.00,22.58,1,-16,20,3,0,STAT,60,LAT,LON,W,ÿÿ,2585174374
08/27/26 04:15:25,20.82,203.53,8.52,13.24,5.34,421.33,18.70,55.30,6.28,9.36,9.69,0.00,0.00,0,12.74,0.00,41.94,1,-18,21,3,0,STAT,60,LAT,LON,W,ÿÿ,1263480649
08/27/26 04:16:25,20.81,195.17,6.92,13.06,5.26,421.76,18.70,55.40,7.57,11.17,11.56,0.00,0.00,0,12.77,0.00,25.81,1,-18,22,2,0,STAT,60,LAT,LON,W,ÿÿ,2686510620
08/27/26 04:17:25,20.80,184.08,6.74,13.22,4.78,421.92,18.70,55.60,9.71,14.95,15.34,0.00,0.00,0,12.74,0.00,29.03,1,-16,22,3,0,STAT,60,LAT,LON,W,ÿÿ,194870886
08/27/26 04:18:25,20.74,203.55,11.47,12.34,6.16,421.97,18.70,55.50,13.94,23.22,24.13,0.00,0.00,0,12.77,0.00,25.81,1,-16,21,3,0,STAT,60,LAT,LON,W,ÿÿ,2898877426
08/27/26 04:19:25,20.72,225.85,9.26,13.54,4.07,421.99,18.70,55.60,16.39,27.77,29.22,0.00,0.00,0,12.74,0.00,41.94,1,-19,21,3,0,STAT,60,LAT,LON,W,ÿÿ,2331702632
