DATE,TE,CO,NO,NO2,O3,CO2,T,RH,P,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,79,15,-3,-5,86,0,0.00000,0.00000,0,CRC
09/10/26 03:58:02,16.87,148.63,14.69,11.08,3.13,500.09,16.10,81.00,1016.00,1.67,3.20,3.51,274.30,0.05,0,13.24,0.00,74.19,1,-18,8,-1,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3394041305
09/10/26 03:59:03,16.86,153.16,11.88,12.21,1.39,498.00,16.10,80.90,1016.00,1.79,3.24,3.35,281.90,0.04,0,13.24,0.00,77.42,1,-21,11,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,243253921
09/10/26 04:00:04,16.83,151.81,11.13,13.09,1.44,494.57,16.10,80.90,1016.00,1.82,3.68,4.03,42.60,0.10,0,13.20,0.00,106.45,1,-21,11,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3606687591
09/10/26 04:01:00,16.79,156.22,10.50,13.73,3.04,487.48,16.00,81.00,1016.00,2.20,3.94,4.08,64.40,0.21,0,13.24,0.00,77.42,1,-21,11,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,696790577
09/10/26 04:02:01,16.78,150.54,11.41,13.15,2.55,478.44,16.00,80.90,1016.00,2.33,3.76,4.01,44.00,0.17,0,13.24,0.00,90.32,1,-19,11,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3949106793
09/10/26 04:03:03,16.77,153.17,11.25,12.86,4.37,472.40,16.00,81.00,1016.00,1.47,3.10,3.43,56.50,0.14,0,13.24,0.00,77.42,1,-20,10,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1644428113
09/10/26 04:04:00,16.77,155.78,10.08,13.24,3.56,465.24,16.00,81.00,1016.00,1.82,3.62,3.74,49.80,0.18,0,13.24,0.00,77.42,1,-19,12,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3571280440
09/10/26 04:05:02,16.77,156.32,11.26,12.48,3.52,458.29,16.00,81.10,1016.00,2.23,4.14,4.19,42.60,0.09,0,13.24,0.00,90.32,1,-18,11,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4272647633
09/10/26 04:06:03,16.75,153.35,11.47,12.55,4.28,453.38,16.00,81.20,1016.00,2.20,4.29,4.30,22.10,0.06,0,13.24,0.00,77.42,1,-18,11,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,496253318
09/10/26 04:07:03,16.74,160.34,10.54,12.52,3.96,449.20,16.00,81.20,1015.00,2.37,4.18,4.59,31.90,0.09,0,13.24,0.00,93.55,1,-21,12,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2949711949
09/10/26 04:08:04,16.70,159.33,9.17,12.69,3.99,445.70,16.00,81.20,1015.00,2.17,3.56,3.88,279.80,0.04,0,13.24,0.00,77.42,1,-20,12,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2180608404
09/10/26 04:09:00,16.68,154.10,9.49,13.27,4.41,443.54,16.00,81.40,1015.00,2.12,3.79,4.05,193.00,0.04,0,13.24,0.00,77.42,1,-18,12,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,115511356
09/10/26 04:10:01,16.67,158.20,11.32,13.37,3.58,443.58,16.00,81.50,1015.00,2.34,4.25,4.46,9.20,0.07,0,13.24,0.00,74.19,1,-19,11,1,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2656995589
09/10/26 04:11:05,16.67,155.83,11.50,12.22,5.12,444.27,16.00,81.60,1015.00,2.59,4.50,4.73,6.60,0.13,0,13.20,0.00,132.26,1,-18,10,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,337968637
09/10/26 04:12:06,16.67,154.96,11.48,12.65,4.27,443.74,16.00,81.50,1015.00,2.62,4.97,5.29,349.40,0.12,0,13.24,0.00,93.55,1,-18,10,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3049072442
09/10/26 04:13:03,16.67,148.45,10.94,13.37,3.34,442.74,16.00,81.50,1015.00,2.30,4.66,4.97,317.50,0.07,0,13.24,0.00,77.42,1,-16,11,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2454521129
09/10/26 04:14:04,16.65,152.00,11.03,12.66,4.04,443.30,16.00,81.60,1015.00,1.90,3.61,3.72,344.80,0.06,0,13.24,0.00,74.19,1,-18,12,0,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3364305250
09/10/26 04:15:05,16.62,152.19,9.45,12.69,2.66,452.50,16.00,81.60,1015.00,1.94,3.43,3.81,311.10,0.06,0,13.24,0.00,77.42,1,-19,13,1,0,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,748646791
