DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,131,33,0,-15,6,0,0.00000,0.00000,0,CRC
08/04/26 03:57:15,22.32,188.64,0.11,13.17,8.81,405.49,19.90,47.50,1.78,2.71,2.91,0.00,0.00,1,12.77,0.00,35.26,1,-10,33,6,4,STAT,60,LAT,LON,W,ÿÿ,3859601336
08/04/26 03:58:16,22.30,192.34,-0.15,13.92,7.08,407.37,19.80,47.70,1.38,2.17,2.24,0.00,0.00,1,12.77,0.00,27.62,1,-11,34,6,4,STAT,60,LAT,LON,W,ÿÿ,1615609143
08/04/26 03:59:16,22.25,192.36,-0.30,14.48,6.89,409.49,19.80,48.10,1.36,2.67,2.99,0.00,0.00,1,12.77,0.00,29.94,1,-11,33,7,4,STAT,60,LAT,LON,W,ÿÿ,4228160676
08/04/26 04:00:16,22.21,194.39,0.78,14.58,5.74,411.47,19.80,48.30,1.68,3.06,3.33,0.00,0.00,1,12.77,0.00,29.36,1,-11,33,6,4,STAT,60,LAT,LON,W,ÿÿ,1823241602
08/04/26 04:01:16,22.19,204.92,0.62,14.77,5.50,412.74,19.80,48.40,1.41,2.91,3.26,0.00,0.00,1,12.77,0.00,28.50,1,-15,32,7,4,STAT,60,LAT,LON,W,ÿÿ,1944261663
08/04/26 04:02:16,22.13,203.02,1.11,13.30,6.83,413.53,19.80,48.00,1.14,2.48,2.60,0.00,0.00,1,12.77,0.00,30.83,1,-14,33,5,4,STAT,60,LAT,LON,W,ÿÿ,440548598
08/04/26 04:03:16,22.11,208.26,1.86,13.74,6.34,413.21,19.70,47.80,1.61,2.49,2.95,0.00,0.00,1,12.77,0.00,29.88,1,-16,33,6,3,STAT,60,LAT,LON,W,ÿÿ,2920778590
08/04/26 04:04:16,22.09,208.59,1.84,13.38,6.84,411.97,19.70,47.50,1.35,2.17,2.47,0.00,0.00,1,12.77,0.00,32.54,1,-16,32,6,4,STAT,60,LAT,LON,W,ÿÿ,3459052045
08/04/26 04:05:16,22.03,202.53,1.40,13.50,7.64,411.11,19.70,47.60,1.26,2.16,2.63,0.00,0.00,1,12.77,0.00,28.07,1,-15,33,6,4,STAT,60,LAT,LON,W,ÿÿ,2578280224
08/04/26 04:06:17,22.01,201.86,2.48,13.76,6.32,410.39,19.70,47.60,1.34,2.11,2.32,0.00,0.00,1,12.77,0.00,26.44,1,-16,33,5,4,STAT,60,LAT,LON,W,ÿÿ,614081352
08/04/26 04:07:14,22.00,199.56,0.70,13.62,6.84,409.61,19.70,47.80,1.27,1.99,2.06,0.00,0.00,1,12.74,0.00,35.34,1,-13,32,5,4,STAT,60,LAT,LON,W,ÿÿ,1510390608
08/04/26 04:08:14,21.94,198.66,1.06,13.44,6.07,409.67,19.70,47.90,1.38,2.51,2.53,0.00,0.00,1,12.77,0.00,29.76,1,-13,32,6,3,STAT,60,LAT,LON,W,ÿÿ,4033033493
08/04/26 04:09:14,21.91,197.25,1.12,14.08,5.67,409.88,19.60,48.20,1.28,2.41,2.42,0.00,0.00,1,12.77,0.00,28.79,1,-13,31,6,3,STAT,60,LAT,LON,W,ÿÿ,968514895
08/04/26 04:10:14,21.90,203.76,-0.34,14.22,5.72,411.28,19.60,48.70,7.70,16.74,19.86,0.00,0.00,1,12.77,0.00,30.64,1,-14,32,6,3,STAT,60,LAT,LON,W,ÿÿ,1583248723
08/04/26 04:11:14,21.86,201.17,0.52,14.19,5.44,415.38,19.60,49.00,3.56,7.71,8.85,0.00,0.00,1,12.77,0.00,29.33,1,-12,32,5,3,STAT,60,LAT,LON,W,ÿÿ,1122966261
08/04/26 04:12:20,21.82,205.33,1.69,12.72,7.14,418.02,19.50,48.40,6.46,12.66,14.19,0.00,0.00,1,12.77,0.00,28.85,1,-13,32,6,4,STAT,60,LAT,LON,W,ÿÿ,1631705450
08/04/26 04:13:15,21.80,209.39,2.70,13.03,6.90,416.86,19.50,48.60,3.50,6.88,7.38,0.00,0.00,0,12.77,0.00,25.81,1,-14,31,5,3,STAT,60,LAT,LON,W,ÿÿ,1733296399
08/04/26 04:14:15,21.79,214.68,0.28,13.90,6.51,415.95,19.50,49.40,4.15,8.24,9.05,0.00,0.00,0,12.77,0.00,41.94,1,-16,32,6,4,STAT,60,LAT,LON,W,ÿÿ,2872905830
08/04/26 04:15:15,21.74,210.31,-0.30,14.17,5.77,417.05,19.40,50.00,2.29,4.56,4.83,0.00,0.00,0,12.77,0.00,25.81,1,-13,31,6,3,STAT,60,LAT,LON,W,ÿÿ,2754606763
08/04/26 04:16:15,21.71,210.39,-0.27,14.08,5.16,419.40,19.40,50.30,1.54,2.75,2.84,0.00,0.00,0,12.77,0.00,22.58,1,-13,31,5,3,STAT,60,LAT,LON,W,ÿÿ,2258247070
08/04/26 04:17:15,21.70,210.71,-1.07,14.20,4.90,422.67,19.40,50.40,1.13,2.07,2.09,0.00,0.00,0,12.77,0.00,25.81,1,-12,32,5,2,STAT,60,LAT,LON,W,ÿÿ,3692535560
08/04/26 04:18:15,21.64,214.58,0.72,14.33,4.95,424.84,19.40,50.60,1.49,2.54,2.54,0.00,0.00,0,12.77,0.00,38.71,1,-14,31,5,3,STAT,60,LAT,LON,W,ÿÿ,4230009907
08/04/26 04:19:15,21.61,212.53,0.16,14.95,3.76,426.86,19.40,51.00,1.65,2.79,2.82,0.00,0.00,0,12.77,0.00,25.81,1,-13,31,5,3,STAT,60,LAT,LON,W,ÿÿ,3867865453
08/04/26 04:20:15,21.59,217.94,0.71,15.07,4.46,429.45,19.30,51.00,1.43,2.33,2.45,0.00,0.00,0,12.77,0.00,25.81,1,-14,31,6,3,STAT,60,LAT,LON,W,ÿÿ,210007853
08/04/26 04:21:15,21.53,221.61,1.24,14.54,4.87,431.10,19.30,50.80,1.67,2.62,2.66,0.00,0.00,0,12.77,0.00,25.81,1,-15,31,6,4,STAT,60,LAT,LON,W,ÿÿ,3130968489
08/04/26 04:22:15,21.51,223.25,1.97,13.75,5.97,431.10,19.30,50.70,1.57,2.98,2.99,0.00,0.00,0,12.77,0.00,41.94,1,-17,30,5,4,STAT,60,LAT,LON,W,ÿÿ,3452610735
08/04/26 04:23:15,21.48,224.92,0.20,14.65,5.54,430.39,19.30,51.00,0.91,2.32,2.32,0.00,0.00,0,12.77,0.00,22.58,1,-18,30,5,3,STAT,60,LAT,LON,W,ÿÿ,3170784907
08/04/26 04:24:15,21.43,223.12,2.34,15.09,4.55,431.04,19.30,51.20,1.04,2.73,2.74,0.00,0.00,0,12.77,0.00,22.58,1,-16,28,6,3,STAT,60,LAT,LON,W,ÿÿ,3017138831
08/04/26 04:25:16,21.41,230.71,2.02,14.46,5.10,432.31,19.20,51.30,1.33,2.99,2.99,0.00,0.00,0,12.77,0.00,38.71,1,-17,28,5,3,STAT,60,LAT,LON,W,ÿÿ,872950863
08/04/26 04:26:16,21.40,227.56,1.58,14.66,4.08,432.76,19.20,51.30,1.74,3.14,3.50,0.00,0.00,0,12.77,0.00,22.58,1,-17,29,5,3,STAT,60,LAT,LON,W,ÿÿ,3253077662
08/04/26 04:27:16,21.34,225.72,3.61,13.57,4.01,432.40,19.20,50.50,1.99,3.11,3.25,0.00,0.00,0,12.77,0.00,22.58,1,-17,28,6,3,STAT,60,LAT,LON,W,ÿÿ,1595359399
08/04/26 04:28:16,21.31,219.24,4.01,12.92,4.87,427.88,19.10,50.00,1.38,2.47,3.06,0.00,0.00,0,12.74,0.00,48.39,1,-16,28,6,3,STAT,60,LAT,LON,W,ÿÿ,2594208688
08/04/26 04:29:16,21.30,211.31,1.86,13.47,6.40,422.34,19.10,50.20,11.49,24.26,27.07,0.00,0.00,0,12.77,0.00,41.94,1,-15,29,6,3,STAT,60,LAT,LON,W,ÿÿ,3676038996
08/04/26 04:30:16,21.26,216.05,2.78,13.60,6.88,420.30,19.10,51.00,6.10,11.96,13.22,0.00,0.00,0,12.74,0.00,58.06,1,-15,28,6,3,STAT,60,LAT,LON,W,ÿÿ,3935502009
08/04/26 04:31:16,21.22,215.33,2.64,13.50,5.89,420.69,19.00,51.00,3.54,6.00,6.44,0.00,0.00,0,12.77,0.00,38.71,1,-14,28,5,3,STAT,60,LAT,LON,W,ÿÿ,3381426802
08/04/26 04:32:16,21.21,210.85,3.12,13.35,5.18,421.50,19.00,50.70,2.14,3.44,3.58,0.00,0.00,0,12.77,0.00,25.81,1,-13,29,5,3,STAT,60,LAT,LON,W,ÿÿ,3036826742
08/04/26 04:33:17,21.17,211.92,2.13,12.74,5.76,420.64,19.00,50.10,1.81,2.56,2.81,0.00,0.00,0,12.77,0.00,25.81,1,-14,29,5,3,STAT,60,LAT,LON,W,ÿÿ,1107384081
08/04/26 04:34:17,21.12,205.42,2.93,12.93,5.89,417.79,19.00,49.90,1.32,2.79,2.86,0.00,0.00,0,12.74,0.00,51.61,1,-13,28,5,3,STAT,60,LAT,LON,W,ÿÿ,3968033719
08/04/26 04:35:17,21.11,212.48,2.22,13.65,6.17,417.02,18.90,49.90,1.36,2.69,2.72,0.00,0.00,0,12.77,0.00,38.71,1,-14,29,4,3,STAT,60,LAT,LON,W,ÿÿ,2697534752
08/04/26 04:36:17,21.09,214.82,2.79,13.65,6.43,418.87,18.90,49.90,1.41,2.49,2.68,0.00,0.00,0,12.77,0.00,22.58,1,-15,28,4,3,STAT,60,LAT,LON,W,ÿÿ,1974511396
08/04/26 04:37:17,21.03,216.09,3.21,13.89,6.17,417.98,18.90,49.80,1.72,2.48,2.63,0.00,0.00,0,12.77,0.00,25.81,1,-14,27,5,3,STAT,60,LAT,LON,W,ÿÿ,1173787587
08/04/26 04:38:18,21.01,235.34,3.55,13.66,5.81,415.62,18.90,49.80,1.66,2.88,3.24,0.00,0.00,0,12.74,0.00,48.39,1,-15,28,5,3,STAT,60,LAT,LON,W,ÿÿ,3841969245
08/04/26 04:39:18,21.00,261.13,4.03,14.03,4.27,413.99,18.90,49.70,1.67,2.88,3.00,0.00,0.00,0,12.77,0.00,25.81,1,-13,28,6,2,STAT,60,LAT,LON,W,ÿÿ,1606373911
08/04/26 04:40:18,20.96,255.34,4.45,13.16,5.09,412.39,18.90,49.50,1.73,3.03,3.14,0.00,0.00,0,12.77,0.00,48.39,1,-13,27,5,2,STAT,60,LAT,LON,W,ÿÿ,2986190751
