DATE,TE,CO,NO,NO2,O3,CO2,T,RH,P,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,72,9,-10,-28,86,0,0.00000,0.00000,0,CRC
05/09/26 03:55:19,14.29,148.87,9.08,17.40,16.39,425.62,12.60,68.00,1017.00,3.55,6.41,6.59,39.80,0.30,1,13.24,0.00,83.30,1,-26,10,0,2,STAT,60,LAT,LON,W,ÿÿÿýÿ,3710203904
05/09/26 03:56:21,14.24,149.57,10.80,17.35,17.38,426.24,12.60,68.00,1017.00,3.70,6.12,6.58,44.20,0.30,1,13.24,0.00,80.02,1,-27,8,0,3,STAT,60,LAT,LON,W,ÿÿÿýÿ,3111206509
05/09/26 03:57:18,14.22,150.33,11.13,17.01,17.89,425.51,12.50,67.50,1017.00,3.28,5.69,6.10,53.50,0.34,1,13.24,0.00,78.03,1,-26,8,1,3,STAT,60,LAT,LON,W,ÿÿÿýÿ,290869172
05/09/26 03:58:20,14.17,154.56,10.71,17.99,17.29,424.37,12.50,67.90,1017.00,3.25,5.98,6.18,42.90,0.31,1,13.24,0.00,77.87,1,-30,7,1,3,STAT,60,LAT,LON,W,ÿÿÿýÿ,382756280
05/09/26 03:59:22,14.14,152.38,9.43,17.69,17.96,423.98,12.50,67.90,1017.00,3.13,6.28,6.44,43.90,0.28,1,13.24,0.00,77.07,1,-29,9,1,3,STAT,60,LAT,LON,W,ÿÿÿýÿ,81831100
05/09/26 04:00:20,14.12,151.74,8.22,18.11,17.57,423.70,12.40,68.30,1017.00,3.52,6.71,7.06,37.90,0.29,1,13.24,0.00,76.94,1,-28,9,2,2,STAT,60,LAT,LON,W,ÿÿÿýÿ,2331478944
05/09/26 04:01:30,14.06,148.40,5.01,17.42,17.47,423.23,12.40,68.40,1017.00,3.89,6.93,7.05,47.60,0.28,1,13.24,0.00,83.08,1,-26,13,0,2,STAT,60,LAT,LON,W,ÿÿÿýÿ,3198480815
05/09/26 04:02:22,14.03,149.33,6.95,18.69,14.96,423.18,12.40,69.40,1017.00,3.51,6.60,7.05,36.20,0.25,1,13.24,0.00,85.96,1,-28,11,1,2,STAT,60,LAT,LON,W,ÿÿÿýÿ,442984068
05/09/26 04:03:24,14.01,154.39,8.72,18.85,14.66,423.87,12.40,69.50,1017.00,3.38,6.55,7.07,33.70,0.25,1,13.24,0.00,79.61,1,-29,10,1,3,STAT,60,LAT,LON,W,ÿÿÿýÿ,1698822001
05/09/26 04:04:21,13.96,154.93,9.72,18.28,16.77,425.60,12.30,69.40,1017.00,3.75,6.71,7.11,37.90,0.32,1,13.24,0.00,81.36,1,-30,9,1,3,STAT,60,LAT,LON,W,ÿÿÿýÿ,1449861328
05/09/26 04:05:23,13.93,150.36,9.07,18.17,15.89,426.83,12.30,68.90,1017.00,3.67,7.67,7.94,31.40,0.24,1,13.24,0.00,86.92,1,-28,10,2,2,STAT,60,LAT,LON,W,ÿÿÿýÿ,727015144
05/09/26 04:06:25,13.91,158.83,11.10,18.55,14.58,427.59,12.30,68.60,1017.00,3.66,7.02,7.47,39.80,0.26,1,13.24,0.00,83.54,1,-27,9,2,2,STAT,60,LAT,LON,W,ÿÿÿýÿ,2397582128
05/09/26 04:07:22,13.86,165.89,10.15,18.75,15.53,427.48,12.30,68.50,1017.00,4.00,6.97,7.12,35.50,0.28,1,13.24,0.00,80.72,1,-29,9,1,2,STAT,60,LAT,LON,W,ÿÿÿýÿ,998693710
